id,perturbation,db_id,train_idx,question,pre_ok,baseline_sql,baseline_ok,latency_baseline_s,baseline_tokens_in,baseline_tokens_out,refreshed_schema_sql,refreshed_schema_ok,latency_refreshed_schema_s,refreshed_tokens_in,refreshed_tokens_out,error_feedback_sql,error_feedback_ok,error_feedback_retry,latency_error_feedback_s,error_feedback_tokens_in,error_feedback_tokens_out,mcp_sql,mcp_method,mcp_verdict,mcp_ok,latency_mcp_s,mcp_tokens_in,mcp_tokens_out,backend
evo_cm_01334,COLUMN_MERGE,student_club,1334,List the full name of the Student_Club members that grew up in Illinois state.,0,"SELECT m.first_name || ' ' || m.last_name AS full_name
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE z.state = 'Illinois'",0,1.1644,280,42,"SELECT m.full_name
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE z.state = 'Illinois'",1,1.026,276,32,"SELECT member.first_name || ' ' || member.last_name AS full_name
FROM member
JOIN zip_code ON member.zip = zip_code.zip_code
WHERE zip_code.state = 'Illinois'",0,1,1.3114,353,42,SELECT m.full_name AS full_name FROM member AS m JOIN zip_code AS z ON m.zip = z.zip_code WHERE z.state = 'Illinois',ast,silent_failure_suspected,1,0.8805,394,34,openai_compat
evo_cm_01339,COLUMN_MERGE,student_club,1339,Calculate the total average cost that Elijah Allen spent in the events on September and October.,0,"SELECT AVG(e.cost) AS average_cost
FROM expense e
JOIN member m ON e.link_to_member = m.member_id
JOIN event ev ON e.link_to_budget = ev.event_id
WHERE m.first_name = 'Elijah' AND m.last_name = 'Allen'
AND strftime('%Y-%m', ev.event_date) IN ('2023-09', '2023-10')",0,1.2304,280,85,"SELECT AVG(e.cost) AS average_cost
FROM expense e
JOIN member m ON e.link_to_member = m.member_id
JOIN event ev ON e.link_to_budget = ev.event_id
WHERE m.full_name = 'Elijah Allen'
AND strftime('%Y-%m', ev.event_date) IN ('2023-09', '2023-10')",0,1.072,276,78,"SELECT AVG(e.cost) AS average_cost
FROM expense e
JOIN member m ON e.link_to_member = m.member_id
JOIN budget b ON e.link_to_budget = b.budget_id
JOIN event ev ON b.link_to_event = ev.event_id
WHERE m.first_name = 'Elijah' AND m.last_name = 'Allen'
AND strftime('%Y-%m', ev.event_date) IN ('2023-09', '2023-10')",0,1,2.1579,396,99,"SELECT AVG(e.cost) AS average_cost 
FROM expense AS e 
JOIN member AS m ON e.link_to_member = m.member_id 
JOIN event AS ev ON e.link_to_budget = ev.event_id 
WHERE m.full_name = 'Elijah Allen' 
AND STRFTIME('%Y-%m', ev.event_date) IN ('2023-09', '2023-10')",ast,valid,0,2.1165,438,83,openai_compat
evo_cm_01346,COLUMN_MERGE,student_club,1346,"Tell the phone number of ""Carlo Jacobs"".",1,SELECT phone FROM member WHERE first_name = 'Carlo' AND last_name = 'Jacobs',0,0.7955,273,24,SELECT phone FROM member WHERE full_name = 'Carlo Jacobs',1,0.8777,269,17,SELECT phone FROM member WHERE first_name = 'Carlo' AND last_name = 'Jacobs',0,1,1.046,327,24,SELECT phone FROM member WHERE full_name = 'Carlo Jacobs',ast,silent_failure_suspected,1,0.8178,370,17,openai_compat
evo_cm_01351,COLUMN_MERGE,student_club,1351,What was Brent Thomason's major?,1,"SELECT major.major_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE member.first_name = 'Brent' AND member.last_name = 'Thomason'",0,1.0111,271,43,"SELECT major.major_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE member.full_name = 'Brent Thomason'",1,0.9278,267,35,"SELECT major.major_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE member.first_name = 'Brent' AND member.last_name = 'Thomason'",0,1,1.5139,345,43,SELECT major.major_name FROM member JOIN major ON member.link_to_major = major.major_id WHERE member.full_name = 'Brent Thomason',ast,silent_failure_suspected,1,1.6124,384,32,openai_compat
evo_cm_01353,COLUMN_MERGE,student_club,1353,What's Christof Nielson's zip code type?,1,"SELECT z.type 
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE m.first_name = 'Christof' AND m.last_name = 'Nielson'",0,1.2323,274,43,"SELECT z.type 
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE m.full_name = 'Christof Nielson'",1,1.1276,270,36,"SELECT z.type 
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE m.first_name = 'Christof' AND m.last_name = 'Nielson'",0,1,1.2068,348,43,SELECT z.type FROM member AS m JOIN zip_code AS z ON m.zip = z.zip_code WHERE m.full_name = 'Christof Nielson',ast,silent_failure_suspected,1,2.692,389,35,openai_compat
evo_cm_01355,COLUMN_MERGE,student_club,1355,"Where is the hometown state for ""Sacha Harrison""?",1,"SELECT z.state 
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE m.first_name = 'Sacha' AND m.last_name = 'Harrison'",0,0.8473,274,42,"SELECT z.state 
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE m.full_name = 'Sacha Harrison'",1,1.1706,270,34,"SELECT z.state 
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE m.first_name = 'Sacha' AND m.last_name = 'Harrison'",0,1,1.4725,347,42,SELECT z.state FROM member AS m JOIN zip_code AS z ON m.zip = z.zip_code WHERE m.full_name = 'Sacha Harrison',ast,silent_failure_suspected,1,0.997,388,33,openai_compat
evo_cm_01357,COLUMN_MERGE,student_club,1357,State the date Connor Hilton paid his/her dues.,1,"SELECT i.date_received 
FROM income i
JOIN member m ON i.link_to_member = m.member_id
WHERE m.first_name = 'Connor' AND m.last_name = 'Hilton' AND i.source = 'Dues'",0,1.0799,273,51,"SELECT date_received 
FROM income 
JOIN member ON income.link_to_member = member.member_id 
WHERE member.full_name = 'Connor Hilton' AND income.source = 'Dues'",1,0.8995,269,40,"SELECT i.date_received 
FROM income i
JOIN member m ON i.link_to_member = m.member_id
WHERE m.first_name = 'Connor' AND m.last_name = 'Hilton' AND i.source = 'Dues'",0,1,1.3203,355,51,"SELECT i.date_received 
FROM income AS i 
JOIN member AS m ON i.link_to_member = m.member_id 
WHERE m.full_name = 'Connor Hilton' 
AND i.source = 'Dues'",ast,silent_failure_suspected,1,1.3473,396,46,openai_compat
evo_cm_01358,COLUMN_MERGE,student_club,1358,Who was the first one paid his/her dues? Tell the full name.,0,"SELECT m.first_name || ' ' || m.last_name AS full_name
FROM member m
JOIN income i ON m.member_id = i.link_to_member
ORDER BY i.date_received ASC
LIMIT 1",0,0.9963,278,47,"SELECT m.full_name
FROM income i
JOIN member m ON i.link_to_member = m.member_id
ORDER BY i.date_received ASC
LIMIT 1",1,0.9193,274,37,"SELECT member.first_name || ' ' || member.last_name AS full_name
FROM member
JOIN income ON member.member_id = income.link_to_member
ORDER BY income.date_received ASC
LIMIT 1",0,1,1.5486,356,45,SELECT m.full_name AS full_name FROM member AS m JOIN income AS i ON m.member_id = i.link_to_member ORDER BY i.date_received ASC LIMIT 1,ast,silent_failure_suspected,1,1.5386,396,38,openai_compat
evo_cm_01364,COLUMN_MERGE,student_club,1364,Where is Amy Firth's hometown?,0,"SELECT z.city 
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE m.first_name = 'Amy' AND m.last_name = 'Firth'",0,0.8761,271,41,"SELECT z.city 
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE m.full_name = 'Amy Firth'",0,0.9698,267,34,"SELECT z.city 
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE m.first_name = 'Amy' AND m.last_name = 'Firth'",0,1,1.2073,343,41,SELECT z.city FROM member AS m JOIN zip_code AS z ON m.zip = z.zip_code WHERE m.full_name = 'Amy Firth',ast,silent_failure_suspected,0,0.8752,384,33,openai_compat
evo_cm_01372,COLUMN_MERGE,student_club,1372,"When did the member, Casey Mason, received the income?",1,"SELECT i.date_received
FROM income i
JOIN member m ON i.link_to_member = m.member_id
WHERE m.first_name = 'Casey' AND m.last_name = 'Mason'",0,1.0953,275,44,"SELECT i.date_received 
FROM income i
JOIN member m ON i.link_to_member = m.member_id
WHERE m.full_name = 'Casey Mason'",1,1.0062,271,36,"SELECT i.date_received
FROM income i
JOIN member m ON i.link_to_member = m.member_id
WHERE m.first_name = 'Casey' AND m.last_name = 'Mason'",0,1,1.2103,350,44,"SELECT i.date_received 
FROM income AS i 
JOIN member AS m ON i.link_to_member = m.member_id 
WHERE m.full_name = 'Casey Mason'",ast,silent_failure_suspected,1,1.4089,391,38,openai_compat
evo_cm_01375,COLUMN_MERGE,student_club,1375,"List all the members of the ""School of Applied Sciences, Technology and Education"" department.",1,"SELECT member.first_name, member.last_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE major.department = 'School of Applied Sciences, Technology and Education'",0,0.9403,281,42,"SELECT m.full_name 
FROM member m
JOIN major ma ON m.link_to_major = ma.major_id
WHERE ma.department = 'School of Applied Sciences, Technology and Education'",1,1.2174,277,40,"SELECT first_name, last_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE major.department = 'School of Applied Sciences, Technology and Education'",0,1,1.3511,354,40,"SELECT member.full_name FROM member JOIN major ON member.link_to_major = major.major_id WHERE major.department = 'School of Applied Sciences, Technology and Education'",ast,valid,1,1.7328,393,35,openai_compat
evo_cm_01382,COLUMN_MERGE,student_club,1382,"Among the students majored in interior design, who have attended the Community Theater event?",1,"SELECT m.first_name, m.last_name
FROM member m
JOIN major ma ON m.link_to_major = ma.major_id
JOIN attendance a ON m.member_id = a.link_to_member
JOIN event e ON a.link_to_event = e.event_id
WHERE ma.major_name = 'Interior Design' AND e.event_name = 'Community Theater'",0,1.2319,280,74,"SELECT m.full_name
FROM member m
JOIN major ma ON m.link_to_major = ma.major_id
JOIN attendance a ON m.member_id = a.link_to_member
JOIN event e ON a.link_to_event = e.event_id
WHERE ma.major_name = 'Interior Design' AND e.event_name = 'Community Theater'",1,1.1824,276,70,"SELECT m.first_name, m.last_name
FROM member m
JOIN major ma ON m.link_to_major = ma.major_id
JOIN attendance a ON m.member_id = a.link_to_member
JOIN event e ON a.link_to_event = e.event_id
WHERE ma.major_name = 'Interior Design' AND e.event_name = 'Community Theater'",0,1,1.6226,385,74,SELECT m.full_name FROM member AS m JOIN major AS ma ON m.link_to_major = ma.major_id JOIN attendance AS a ON m.member_id = a.link_to_member JOIN event AS e ON a.link_to_event = e.event_id WHERE ma.major_name = 'Interior Design' AND e.event_name = 'Community Theater',ast,silent_failure_suspected,1,1.1778,426,69,openai_compat
evo_cm_01383,COLUMN_MERGE,student_club,1383,"State the name of students from Georgetown, South Carolina.",1,"SELECT m.first_name, m.last_name
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE z.city = 'Georgetown' AND z.state = 'South Carolina'",0,1.2128,274,45,"SELECT m.full_name 
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE z.city = 'Georgetown' AND z.state = 'South Carolina'",1,0.9726,270,41,"SELECT m.first_name, m.last_name
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE z.city = 'Georgetown' AND z.state = 'SC'",0,1,1.5073,350,44,SELECT m.full_name FROM member AS m JOIN zip_code AS z ON m.zip = z.zip_code WHERE z.city = 'Georgetown' AND z.state = 'South Carolina',ast,silent_failure_suspected,1,1.392,391,40,openai_compat
evo_cm_01387,COLUMN_MERGE,student_club,1387,Which student has been entrusted to manage the budget for the Yearly Kickoff?,0,"SELECT m.first_name, m.last_name
FROM member m
JOIN budget b ON m.member_id = b.link_to_event
JOIN event e ON b.link_to_event = e.event_id
WHERE e.event_name = 'Yearly Kickoff'",0,1.216,279,54,"SELECT m.full_name
FROM member m
JOIN budget b ON m.member_id = b.link_to_event
JOIN event e ON b.link_to_event = e.event_id
WHERE e.event_name = 'Yearly Kickoff'",0,1.2081,275,50,"SELECT m.first_name, m.last_name
FROM member m
JOIN budget b ON m.member_id = b.link_to_event
JOIN event e ON b.link_to_event = e.event_id
WHERE e.event_name = 'Yearly Kickoff'",0,1,1.2905,364,54,"SELECT m.full_name FROM member AS m 
JOIN budget AS b ON m.member_id = b.link_to_event 
JOIN event AS e ON b.link_to_event = e.event_id 
WHERE e.event_name = 'Yearly Kickoff'",ast,silent_failure_suspected,0,1.1785,405,52,openai_compat
evo_cm_01388,COLUMN_MERGE,student_club,1388,Which students manage to generate the highest income. State his/her full name along with the income source.,0,"SELECT m.first_name || ' ' || m.last_name AS full_name, i.source
FROM member m
JOIN income i ON m.member_id = i.link_to_member
GROUP BY m.member_id
ORDER BY SUM(i.amount) DESC
LIMIT 1",0,1.0447,283,57,"SELECT m.full_name, i.source, SUM(i.amount) AS total_income
FROM member m
JOIN income i ON m.member_id = i.link_to_member
GROUP BY m.member_id, i.source
ORDER BY total_income DESC
LIMIT 1",0,1.1707,279,56,"SELECT mb.first_name || ' ' || mb.last_name AS full_name, i.source
FROM member mb
JOIN income i ON mb.member_id = i.link_to_member
GROUP BY mb.member_id
ORDER BY SUM(i.amount) DESC
LIMIT 1",0,1,1.5964,371,57,"SELECT m.full_name, i.source 
FROM member AS m 
JOIN income AS i ON m.member_id = i.link_to_member 
GROUP BY m.member_id, m.full_name, i.source 
ORDER BY SUM(i.amount) DESC 
LIMIT 1",ast,valid,1,1.4785,410,56,openai_compat
evo_cm_01393,COLUMN_MERGE,student_club,1393,Provide the full name and email address of the Student_Club's Secretary.,0,"SELECT first_name || ' ' || last_name AS full_name, email
FROM member
WHERE position = 'Secretary'",0,1.0134,278,28,"SELECT s.full_name, s.email
FROM Student_Club sc
JOIN Student s ON sc.secretary_id = s.student_id",0,1.1229,76,31,"SELECT first_name || ' ' || last_name AS full_name, email
FROM member
WHERE position = 'Secretary'",0,1,1.0778,335,28,"SELECT full_name, email FROM club_members WHERE role = 'Secretary'",ast,execution_error,0,0.993,236,18,openai_compat
evo_cm_01393,COLUMN_MERGE,student_club,1393,Provide the full name and email address of the Student_Club's Secretary.,0,"SELECT first_name || ' ' || last_name AS full_name, email
FROM member
WHERE position = 'Secretary'",0,1.0134,278,28,"SELECT s.full_name, s.email
FROM Student_Club sc
JOIN Student s ON sc.secretary_id = s.student_id",0,1.1229,76,31,"SELECT first_name || ' ' || last_name AS full_name, email
FROM member
WHERE position = 'Secretary'",0,1,1.0778,335,28,"SELECT full_name, email FROM club_members WHERE role = 'Secretary'",ast,execution_error,0,0.993,236,18,openai_compat
evo_cm_01396,COLUMN_MERGE,student_club,1396,Provide the number of events attended by Luisa Guidi. What is her major?,0,"SELECT COUNT(DISTINCT a.link_to_event) AS number_of_events, m.major_name
FROM attendance AS att
JOIN member AS mem ON att.link_to_member = mem.member_id
JOIN major AS m ON mem.link_to_major = m.major_id
WHERE mem.first_name = 'Luisa' AND mem.last_name = 'Guidi'",0,1.3071,280,74,"SELECT COUNT(DISTINCT a.link_to_event) AS number_of_events, m.major_name
FROM attendance att
JOIN member mem ON att.link_to_member = mem.member_id
JOIN major m ON mem.link_to_major = m.major_id
WHERE mem.full_name = 'Luisa Guidi'",0,1.2095,276,64,"SELECT COUNT(DISTINCT att.link_to_event) AS number_of_events, maj.major_name
FROM attendance AS att
JOIN member AS mem ON att.link_to_member = mem.member_id
JOIN major AS maj ON mem.link_to_major = maj.major_id
WHERE mem.first_name = 'Luisa' AND mem.last_name = 'Guidi'",0,1,1.4743,386,74,"SELECT COUNT(DISTINCT att.link_to_event) AS number_of_events, m.major_name 
FROM attendance AS att 
JOIN member AS mem ON att.link_to_member = mem.member_id 
JOIN major AS m ON mem.link_to_major = m.major_id 
WHERE mem.full_name = 'Luisa Guidi'",ast,silent_failure_suspected,1,1.0913,423,67,openai_compat
